MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,is_attached_garage
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,Gable,CompShg,Stucco,Stone,None,CBlock,GasA,Gd,N,FuseF,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Alloca,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Ex,Y,SBrkr,TA,Y,,GdPrv,,WD,Abnorml,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Gd,Y,SBrkr,Gd,Y,,GdPrv,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,TA,Y,,GdPrv,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,HLS,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,BuiltIn
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,BuiltIn
RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,None,Stone,GasW,TA,N,SBrkr,Gd,N,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,Slab,Wall,TA,N,FuseF,TA,N,,,,WD,Normal,
RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Gd,Y,SBrkr,TA,N,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Gd,Y,SBrkr,Ex,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,TA,Y,SBrkr,TA,Y,,GdPrv,,WD,Abnorml,Attchd
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,Shed,WD,Normal,
RM,Pave,,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,TA,Y,SBrkr,Fa,Y,,,,WD,Normal,
FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,Con,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,Shed,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,Shed,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR2,HLS,AllPub,CulDSac,Mod,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,WD,Normal,BuiltIn
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,TA,Y,FuseF,TA,Y,,,,COD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Abnorml,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Ex,Y,FuseA,TA,Y,,,,COD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RM,Pave,,Reg,Lvl,AllPub,FR2,Gtl,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RH,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Slab,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR2,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,TA,Y,SBrkr,TA,Y,,,Shed,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,BuiltIn
RM,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Low,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,Shed,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Abnorml,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,BuiltIn
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkTil,GasA,Ex,Y,SBrkr,Gd,Y,,MnPrv,,WD,Normal,
RL,Pave,,IR1,HLS,AllPub,Inside,Mod,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,Shed,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Ex,Y,FuseA,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,BuiltIn
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,GdWo,,WD,Family,Attchd
RL,Pave,,IR1,Lvl,AllPub,FR2,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,None,PConc,GasA,TA,N,FuseA,TA,N,,MnPrv,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Fa,Y,SBrkr,Gd,Y,Fa,GdPrv,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,ConLD,Normal,Attchd
C (all),Grvl,,Reg,Bnk,AllPub,Inside,Mod,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,TA,N,FuseA,Fa,N,,,Shed,WD,Alloca,Basment
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,,Shed,COD,Normal,Attchd
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasW,Gd,Y,SBrkr,Fa,P,,,,WD,Normal,
RL,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,TA,N,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Family,BuiltIn
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,TA,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,
FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR2,Low,AllPub,CulDSac,Sev,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,None,PConc,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Abnorml,Attchd
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,FuseA,TA,Y,,,,WD,Normal,Attchd
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,None,CBlock,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Gd,Y,SBrkr,TA,Y,,GdWo,,COD,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RH,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,TA,N,SBrkr,Fa,P,,,,WD,Normal,
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Gd,Y,SBrkr,Gd,P,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,GdPrv,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Ex,N,SBrkr,TA,Y,,,,WD,Normal,
RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Basment
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR2,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,FR2,Gtl,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,Gable,CompShg,MetalSd,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Abnorml,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Low,AllPub,Inside,Mod,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Family,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Gd,Y,SBrkr,Gd,Y,,GdPrv,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,None,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,PConc,GasA,TA,Y,SBrkr,TA,Y,,GdPrv,,WD,Normal,Attchd
